,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,Phase
950,-0.00050969,-0.00049551,-0.00020775,-0.0005002,-0.00057907,-8.024e-05,-5.517e-05,-0.00044134,-0.00011463,0.00032833,-0.00141478,0.00013654,-0.00017091,-9.22e-06,-1.857e-05,0.00019219,-9.262e-05,-4.22e-06,-6.865e-05,-5.492e-05,6.1e-07,-0.00073179,0.00016603,-0.00020076,0.00074059,0.00076939,0.00045931,0.00145878,0.00017216,0.00021339,8.792e-05,0.00077678,'D'
9237,-0.00054758,-0.00087458,-3.639e-05,-0.00023825,-0.00037079,-7.267e-05,-0.00053115,-0.0002489,-0.00010109999999999999,-0.00035806,-0.00081645,-0.00010375,0.00063726,0.00144996,-0.00015409,-1.89e-06,-1.117e-05,1.94e-06,0.00055909,0.0009587999999999999,-0.00011288,2.62e-06,6.67e-06,1.87e-06,0.0010325,0.00044669,0.00059523,0.00089753,0.0015913,1.15e-05,0.00111562,7.400000000000001e-06,'D'
1053,-0.03474139,0.02776091,0.00490975,0.02364766,0.01130076,-0.0006688,-0.01552521,0.01658982,0.00115448,0.0230642,0.01168504,-0.00010348,-0.01282589,0.01134544,0.00297691,0.00625669,0.00330314,6.135e-05,-0.00337026,0.00670969,0.00140328,0.00846887,0.00346615,0.00108801,0.04474079,0.02621767,0.02275054,0.02585552,0.01738058,0.00707536,0.00763858,0.00921519,'H'
4858,0.00019248,-0.00013903,-8.272e-05,0.00021600000000000002,6.012e-05,7.77e-05,0.00010923,-7.328e-05,-6.036e-05,0.00016807,5.882e-05,6.657e-05,-3.33e-06,3.98e-06,1.23e-06,-4.53e-06,1.97e-06,-2.36e-06,-2.56e-06,2.11e-06,8.9e-07,-4.14e-06,1.99e-06,-1.97e-06,0.00025144,0.00023729,0.00014472,0.0001901,5.33e-06,5.48e-06,3.44e-06,5e-06,'D'
9717,-0.00337476,-0.00395429,0.00028671,-0.00971732,0.00512317,-0.00178402,-0.00498583,-0.00574682,0.00016889,-0.00409297,0.00378021,-0.00143034,-0.00107943,-0.00103066,0.00012491,-0.00169052,0.00051444,-8.947e-05,-0.00147301,-0.00158451,0.00011937,-3.016e-05,-1.264e-05,-3.53e-06,0.0052065,0.01112906,0.00761006,0.00575224,0.00149767,0.00176932,0.00216672,3.289e-05,'D'
148,0.00015937,0.00054859,3.09e-06,-0.02266864,-0.00947357,-0.0023271999999999998,0.00017112,0.00046795,1.686e-05,-0.01715597,-0.00703774,-0.00182972,-0.00015422,-0.00013562,-5.497e-05,-0.0067652,-0.00301699,-0.0006833999999999999,-8.909999999999998e-05,-0.00010142,-4.163e-05,-0.00508788,-0.00226943,-0.00052674,0.00057128,0.02467856,0.00049854,0.01863343,0.0002126,0.007438899999999999,0.00014127,0.00559591,'D'
6360,0.00025548,-0.00015959,-0.00236027,0.00214117,-0.0012892000000000001,-0.0006854,-0.0004403,-0.00029646,-0.00157433,0.00226642,9.849e-05,-0.00121236,7.769e-05,-6.587e-05,-0.0007055,0.00030588,-4.404e-05,-0.00027533,-6.607e-05,-0.00010369999999999999,-0.00054498,0.00037482,4.28e-05,-0.00039332,0.00237942,0.0025916,0.0016614000000000002,0.00257219,0.00071282,0.0004138999999999999,0.00055868,0.000545,'H'
134,0.00063139,-0.00045802,-1.966e-05,0.01090503,0.0010163,0.00146782,0.00075131,-0.00034621,9.5e-07,0.00109865,3.859e-05,0.00031508,0.00027037,-1.695e-05,1.697e-05,0.00188369,0.00121133,0.00013032,0.00023931,-1.14e-06,9.28e-06,0.00208413,0.00088942,0.00014748,0.00078027,0.01105021,0.00082724,0.00114359,0.00027144,0.00224334,0.0002395,0.00227077,'D'
8449,0.0036926000000000003,0.00471126,-0.00056877,0.00027793,0.00034438,-7.434e-05,0.00394449,0.00431405,-0.00062461,0.00028104,0.00033218,-7.294e-05,0.00115523,0.00117219,-0.00016078,-4.417e-05,1.178e-05,-1.4400000000000001e-05,0.00114963,0.00108418,-0.00018796,-4.331e-05,8.41e-06,-1.402e-05,0.00601288,0.00044874,0.00587879,0.00044119,0.00165361,4.793e-05,0.00159136,4.629e-05,'D'
1976,0.0002459,0.00021857,-1.566e-05,0.00082622,0.00052678,-6.701e-05,-0.00016897,0.0007234,-8.274e-05,-0.00329328,-0.00016969,0.00072754,2.155e-05,8.77e-06,-2.98e-06,0.00010662,0.00010852,-1.439e-05,5.307e-05,7.454e-05,-2.665e-05,-0.00105816,-4.98e-06,0.00025093,0.00032937,0.00098215,0.00074747,0.00337695,2.346e-05,0.00015282,9.531e-05,0.00108751,'D'
1855,-0.00039337,6.865e-05,-2.296e-05,-9.34e-06,-0.00014402,-5.287e-05,-0.00052628,-0.00023489,2.034e-05,0.00027231,-6.303e-05,-7.003e-05,7.006e-05,-2.849e-05,9.36e-06,-0.00010814,-7.434e-05,2.843e-05,9.26e-06,4.626e-05,5.9e-06,-9.987e-05,-5.816e-05,-1.89e-06,0.00039997,0.0001537,0.00057668,0.00028815,7.621e-05,0.00013427,4.755e-05,0.00011559,'D'
8182,-0.00057259,-0.00078627,-4.723e-05,-0.00104269,0.00044754,0.00013872,-0.00013962,-0.00083696,-7.414e-05,-0.00114254,-0.0006071000000000001,0.00028775,-2.156e-05,2.656e-05,-1.929e-05,0.000171,3.229999999999999e-05,-2.335e-05,-0.00032439,7.54e-06,7.31e-06,-0.00026321,9.092e-05,9.607e-05,0.00097381,0.00114313,0.00085176,0.00132543,3.928e-05,0.00017558,0.00032456,0.00029457,'H'
1393,3.299e-05,0.00010195,-4.27e-06,-1.258e-05,-0.00039555,-8.609999999999999e-05,6.233e-05,0.00010125,4.266e-05,3.85e-06,-0.00016062,-7.628e-05,-1.89e-06,2.34e-06,-1.8e-07,6.873e-05,-4.982e-05,-1.35e-06,-6.7e-07,5.5e-06,-3.36e-06,6.189e-05,-3.535e-05,2.2e-06,0.00010724,0.00040501,0.00012631,0.00017786,3.01e-06,8.49e-05,6.48e-06,7.131e-05,'D'
695,-0.00303653,-0.0036576,0.00044433,0.00379452,-0.00738386,0.00094102,0.00061547,8.961e-05,-2.95e-06,0.00045212,-0.00366556,0.0003625,-0.00010683,-8.872e-05,9.2e-07,0.00153111,0.00246143,-0.00014472,-5.76e-06,-7.655e-05,2.048e-05,-0.00053811,-0.00165766,5.883e-05,0.00477451,0.00835496,0.00062197,0.00371108,0.00013887,0.00290239,7.945e-05,0.00174381,'D'
3609,-0.00471645,0.00501278,0.00032008,0.00071418,-0.00125488,-0.00044484,-0.00322429,0.00344561,0.00018319999999999998,0.0012882999999999998,-9.271e-05,-0.00028465,-0.00038935,0.00032201,-4.16e-06,-0.00026307,0.00028673,-3.347e-05,-0.00029356,0.00023794,-1.092e-05,-0.00021596,0.00014114,-4.591e-05,0.00689023,0.00151085,0.00472249,0.00132263,0.00050527,0.00039056,0.00037804,0.00026205,'D'
3408,8.782e-05,-0.00017415,-3.276e-05,-0.00068817,0.00013585,4.638e-05,5.625e-05,-0.00021492,-2.091e-05,-0.00024066,0.00017085,-3.337e-05,7.35e-06,-1.783e-05,-2.5e-06,5.849e-05,-1.813e-05,-5.3e-07,9.32e-06,-1.527e-05,-8e-07,1.603e-05,-7.13e-06,1.01e-06,0.00019777,0.00070299,0.00022314,0.00029702,1.945e-05,6.124e-05,1.7899999999999998e-05,1.758e-05,'D'
3421,3.011e-05,-0.00013641,-9.743e-05,7.083e-05,2.889e-05,-2.374e-05,-3.563e-05,-0.00013092,-6.713e-05,2.664e-05,2.55e-05,-1.307e-05,-2.55e-06,1.73e-06,-3.2e-07,4.37e-06,-6.4e-07,5.1e-07,-3.53e-06,6.2e-07,-3.7e-07,9.59e-06,2.47e-06,6e-07,0.00017031,8.009e-05,0.00015138,3.913e-05,3.1e-06,4.44e-06,3.6000000000000003e-06,9.92e-06,'D'
9027,8.082e-05,0.00301113,-0.00024208,-0.00191565,-0.00064966,-9.698e-05,-0.00022430000000000003,0.00049564,-3.525e-05,-0.00190151,-0.0006857,-9.223e-05,2.38e-06,-0.00013763,1.647e-05,-0.00065055,-0.00011599999999999999,-1.4800000000000002e-05,2.02e-05,-3.87e-06,6.4e-06,-0.00066588,-0.00013003,-2.123e-05,0.00302193,0.00202514,0.00054517,0.00202347,0.00013863,0.00066097,2.154e-05,0.00067879,'D'
7954,-0.00103343,-0.00105753,3.055e-05,0.0053802,-0.00125448,0.00088647,-0.00010398,0.00017823,-1.176e-05,0.005377300000000001,-0.00125221,0.00088586,0.00018511,0.00014967,-1.659e-05,0.0017892,-0.00097233,0.00031984,3.359e-05,5.1e-05,-6.5e-07,0.00178851,-0.0009718,0.00031971,0.00147895,0.00559519,0.00020668,0.00559179,0.00023862,0.0020613000000000003,6.107e-05,0.00206043,'D'
8186,-0.00057657,-0.00045731,-8.575e-05,-0.00134195,0.00017281,-5.603e-05,-0.00076689,-0.00066307,-0.00023809,-0.00058013,-0.00093872,-0.00040765,0.00224896,0.00093514,7.049e-05,0.00021134,-8.518e-05,-2.318e-05,0.00023932,0.00015242,2.863e-05,-0.00455511,-8.362e-05,-0.00061049,0.00074089,0.00135419,0.00104138,0.0011764000000000002,0.00243665,0.00022903,0.00028518,0.00459659,'H'
1169,0.00015136,0.00058457,-0.00026102,-0.01814545,0.00181048,-0.00293791,6.746e-05,0.00087461,-0.00025208,-0.01090657,0.00371989,-0.00142048,0.00012678,0.00016881,-4.073e-05,-0.00013331,0.00028486,-1.965e-05,5.435e-05,0.00036260000000000003,-4.589e-05,0.00014480000000000002,0.00038587,2.336e-05,0.00065785,0.0184707,0.00091271,0.01161071,0.00021501,0.00031512,0.00036951,0.00041281,'D'
2879,-0.00192716,0.00433982,-0.00043167,-0.00096744,0.00036569,-0.00011517,-0.00210581,0.00439332,-0.00040757,-0.00065481,0.00045787,-9.709e-05,-9.093e-05,-0.00018428,1.66e-05,-8.383e-05,4.248e-05,-5.85e-06,-0.00010076,-0.00018133,1.793e-05,6.082e-05,8.638e-05,7.17e-06,0.00476806,0.00104064,0.00488894,0.00080489,0.00020617,9.416e-05,0.00020822,0.00010589,'H'
6407,0.00225728,-0.00130396,-0.00115719,0.00277597,-0.01556814,-0.05768522,0.00173732,-0.00099648,-0.00543268,0.00117316,-0.01696206,-0.04730375,-0.00025724,-9.614e-05,-0.00022434,0.00108516,0.00155086,-0.0011302999999999999,-6.221e-05,0.00020508,0.00135395,0.00144878,0.00093764,-0.00172422,0.00285215,0.05981352,0.0057901,0.05026662,0.0003546,0.00220461,0.0013708,0.00243948,'H'
920,0.00071487,-0.01144428,-0.00019844,-4.848e-05,-0.00923504,-6.887e-05,0.00174173,-0.01011251,-0.00051908,-0.00279122,-0.00825491,0.00084125,-0.00020918,-0.00037014,3.708e-05,0.00531595,-0.00095342,0.00072126,-0.00189939,0.00047941,0.00016049,-9.1e-05,0.00184853,0.00036588,0.011468299999999999,0.00923542,0.01027453,0.00875455,0.00042677,0.00544872,0.00196552,0.00188659,'D'
8762,0.00379737,0.00488798,-0.00064947,-0.00135748,-0.00041941,-0.00017916,0.00292163,0.00567462,-0.00069412,-0.00137139,-0.00038599,-0.00018342,0.00155659,0.00245632,-0.00034966,-0.00076094,-0.00028764,-9.966e-05,0.00086559,0.00161241,-0.00022378,-0.00076361,-0.00028118,-0.00010048,0.00622368,0.00143204,0.00642021,0.00143644,0.00292895,0.00081957,0.00184368,0.00081992,'D'
9222,0.00140414,0.00235608,-0.00022929,-0.00037105,-0.00077114,-4.947e-05,0.00105456,1.203e-05,-2.293e-05,-0.00042674,-0.00070063,-5.864e-05,0.00034751,0.00061704,-2.901e-05,-4.543e-05,-3.352e-05,1.38e-06,0.00028764,6.84e-06,3.092e-05,-5.594e-05,-2.02e-05,-3.5e-07,0.00275233,0.00085719,0.00105487,0.00082245,0.00070876,5.647e-05,0.00028938,5.948e-05,'D'
8774,0.00020087,0.00080745,-6.492e-05,-9.424e-05,-9.057e-05,5.7799999999999995e-05,0.00021635,0.00081943,-6.676e-05,-0.00010141,-7.337e-05,5.565e-05,-0.00014263,-0.00011027,1.82e-05,0.00063606,0.00011577,4.907e-05,-0.00014032,-0.00010848,1.792e-05,0.0006349999999999999,0.00011834,4.876e-05,0.00083458,0.00014291,0.00085013,0.00013698,0.00018119999999999999,0.00064837,0.00017827,0.00064777,'D'
8183,-0.00636623,-0.00299367,-0.00028607,-0.00144163,0.00062678,6.728e-05,-0.00078279,-0.00119582,-0.00022426,-0.006056100000000001,0.00171614,0.00113341,-0.00186892,-0.00071207,-7.704e-05,-0.00012869,5.782e-05,-2.305e-05,-0.00020748,-0.00011576,-4.843e-05,-0.00158502,0.00074943,0.0002728,0.0070408,0.00157343,0.00144673,0.00639579,0.00200145,0.00014295,0.00024247,0.00177436,'H'
6070,0.00148088,0.00363918,-0.00461983,-0.00439192,0.00134898,-0.007220399999999999,0.00221982,0.00302854,-0.00443822,-0.00403774,-0.000781,-0.00950254,-0.00062395,0.00042616,0.00084532,0.00027997,-0.00032187,0.00025244,-0.00069758,-3.912e-05,0.0009497999999999999,0.00029065,-0.00077687,-0.00123783,0.00606461,0.00855821,0.00581355,0.010354299999999999,0.0011338,0.00049569,0.0011790999999999998,0.00149004,'H'
3137,-0.00386593,0.00320779,-1.686e-05,0.00061688,0.00243398,-0.00051371,-0.00308908,0.00131304,0.00011446,0.00030025,9.575e-05,-0.00011982,-0.00013323,-2.341e-05,-5.9e-07,0.00019852,0.00033003,-5.787e-05,-0.00030054,2.51e-05,1.888e-05,0.00011733,-2.811e-05,-2.5300000000000002e-05,0.00502351,0.00256295,0.00335852,0.00033716,0.00013527,0.00038946,0.00030218,0.00012328,'D'
1566,0.00718752,-0.00282345,0.00157031,-0.01156708,0.00261536,-0.00019831,0.00541082,-0.00203945,0.00117458,-0.00863212,0.00186869,-0.00016287,0.00191987,-0.00089413,0.00045463,-0.00364158,0.00098875,-5.919e-05,0.00143571,-0.00065611,0.00033964,-0.00272908,0.00074793,-4.461e-05,0.00788024,0.01186073,0.0059005,0.00883357,0.00216611,0.00377389,0.00161466,0.00283007,'D'
9622,7.927e-05,-3.689e-05,-0.00015574,0.01089471,-0.00362987,-0.00192571,0.00686975,-0.00313696,0.00157569,-0.00192141,0.00183467,-1.768e-05,-5.973e-05,4.181e-05,4.973e-05,0.00537971,0.00028744,-0.00038651,0.00403676,0.0023764,0.0001296,-0.00159903,0.00053505,5.036e-05,0.0001786,0.01164384,0.00771471,0.00265672,8.826e-05,0.00540123,0.0046861,0.00168693,'H'
4043,6.0299999999999995e-05,4.936e-05,4.405e-05,-0.00016959,-0.00036742,-4.8200000000000006e-05,2.264e-05,-0.00016801,-2.039e-05,-0.00015605,-0.00032925,-3.749e-05,0.00037012,8.174e-05,1.564e-05,-8.7e-06,-4.807e-05,1.91e-06,-2.76e-06,-5.54e-06,9.6e-07,-6.69e-06,-4.656e-05,1.76e-06,8.952e-05,0.00040753,0.00017075,0.00036628,0.00037936,4.889e-05,6.26e-06,4.707e-05,'D'
7953,-0.00160726,-0.00152149,8.199e-05,-0.00016632,0.00175974,-0.00010503,-0.0002081,2.014e-05,-9.73e-06,-0.00016709,0.00176038,-0.00010522,-0.00039882,-0.00051249,1.3000000000000001e-05,2.57e-06,0.00011141,-5e-08,8.628e-05,-9.6e-07,-3.237e-05,-2.21e-06,0.00011511,-1.02e-06,0.00221471,0.0017707,0.0002093,0.00177142,0.00064952,0.00011144,9.215e-05,0.00011513,'D'
2622,0.00312099,-0.00010095,-0.00017441,-0.00080615,-6.501e-05,4.46e-06,0.00268575,-0.00098114,-3.538e-05,-0.00082898,-6.889e-05,-2.567e-05,-0.0002327,-1.054e-05,1.645e-05,3.301e-05,4.435e-05,5e-08,-0.00014797,0.00010849,-3.81e-06,0.00037558,-7.011e-05,3.771e-05,0.00312749,0.00080878,0.00285957,0.00083223,0.00023352,5.528e-05,0.00018352,0.00038393,'D'
5842,0.0105291,-0.00403702,-0.00202893,0.00088772,0.00073175,2.613e-05,0.00906955,-0.00333467,-0.0017299,0.00273453,0.00126806,0.00011435,-0.00018666,0.00030165,-6.28e-06,3.295e-05,-2.234e-05,-9.6e-07,0.00047917,4.09e-05,-8.545e-05,0.00025002,-4.25e-06,-2.333e-05,0.01145758,0.00115073,0.00981679,0.00301641,0.00035479,3.982e-05,0.00048844,0.00025114,'H'
5596,0.0001294,-0.00037885,-0.00041841,0.00343351,-0.00650794,-0.0003768,-4.932e-05,-0.00031259,-0.00036003,0.00254092,-0.00600582,-0.00024987,1.427e-05,5.438e-05,3.009e-05,-0.00027207,0.00064672,3.388e-05,1.404e-05,3.885e-05,1.932e-05,-0.00019211,0.00054721,2.115e-05,0.00057909,0.00736778,0.00047934,0.00652599,6.377e-05,0.00070243,4.5600000000000004e-05,0.00058033,'H'
3745,0.00029353,1.803e-05,-4.592e-05,0.0019179000000000002,0.00137708,0.00092368,0.00018347,5.009e-05,-6.578e-05,0.0008709,-0.00059435,0.00031887,-6.7e-06,-6.5e-07,-4.2e-07,0.00020428,0.00035013,9.863e-05,-5.9e-06,2.17e-06,-1.22e-06,7.455e-05,-1.911e-05,2.557e-05,0.00029765,0.00253532,0.00020124,0.00110155,6.74e-06,0.00041719,6.4e-06,8.109999999999999e-05,'D'
3836,-0.00257984,-0.0005338999999999999,1.81e-06,0.00063959,-0.00130297,0.00021545,-0.00101202,-0.00027281,4.657e-05,0.00086743,-0.00120759,0.00036918,0.0006218,0.00010418,1.861e-05,-2.148e-05,2.918e-05,-2.54e-06,2.338e-05,-4.32e-06,1.72e-06,-4.857e-05,4.213e-05,-1.145e-05,0.0026344999999999997,0.00146739,0.00104918,0.00153199,0.00063074,3.632e-05,2.384e-05,6.531e-05,'D'
1936,-0.00186931,-0.00108225,-0.00085936,-0.00245923,-0.00098791,-1.471e-05,0.00116953,-0.00043646,-0.00049241,0.00265152,-0.00161837,0.00067489,-8.613e-05,0.00028799,-0.00012311,-0.00055027,-7.161e-05,-4.656e-05,0.00448774,-0.00309307,-0.00064299,-1.045e-05,-9.068e-05,-3.101e-05,0.00232467,0.00265029,0.00134193,0.00317886,0.00032483,0.00055686,0.0054881999999999995,9.641e-05,'D'
6348,-0.0011968,-0.00070088,-0.00240541,-0.00546823,0.00235887,0.00395967,-0.00067847,-0.0006908,-0.00235338,-0.00312259,0.00075458,0.00036582,-7.92e-06,6.42e-06,0.0002633,-0.00066109,0.00039923,0.00090977,1.863e-05,5.341e-05,0.00019480000000000002,-0.00044431,0.00024604,0.00048054,0.00277662,0.00715156,0.00254478,0.00323323,0.00026349999999999995,0.00119336,0.00020285,0.00069919,'H'
5126,0.00134436,0.00143078,-0.00010885,-0.00110206,0.00131777,-0.00025096,0.00137402,0.00069888,-6.231e-05,-0.00098507,0.00032085,-0.00015184,-0.00012334,-0.00014557,6.69e-06,0.00010394,-0.00021067,1.909e-05,-0.00014621,-0.00016539,6.68e-06,9.349e-05,-0.00030352,1.947e-05,0.00196629,0.0017361,0.00154281,0.00104707,0.00019091,0.00023569,0.00022086,0.00031819,'H'
7966,0.0008478,-0.00046264,0.00015862,-0.0173794,0.00504559,-0.00228859,-0.00044245,-0.00190691,0.0005185,-0.01378511,0.00378548,-0.00178097,0.00088552,0.00039147,-3.297e-05,-0.00646562,0.00270442,-0.00092436,5.847e-05,8.029e-05,-3.583e-05,-0.00464782,0.0010576,-0.00070207,0.00097876,0.01824114,0.00202507,0.01440593,0.00096875,0.00706913,0.00010559,0.00481805,'D'
417,-0.01304507,0.00192324,-4.72e-06,-0.02373425,0.00322992,-0.00039591,0.00486122,0.00084837,-0.00021529,-0.00228487,-0.00043867,-7.558e-05,-0.00579997,0.00193201,0.00022189,-0.00683379,-0.00370944,6.983e-05,-0.00571258,0.00092077,-2.755e-05,-0.00192718,-0.00554508,-0.00022563,0.01318609,0.02395629,0.00493939,0.00232782,0.00611731,0.00777596,0.00578637,0.00587477,'D'
3746,0.00027144,1.51e-05,-4.631e-05,0.00220109,0.00080018,0.00098772,0.00016935,5.332e-05,-6.809e-05,0.00095186,-0.00064051,0.00032666,-6.900000000000001e-06,-9.2e-07,-1.2e-07,8.85e-05,-0.00018028,2.001e-05,-4.41e-06,1.01e-06,-7.2e-07,2.5300000000000002e-05,-1.443e-05,2.43e-06,0.00027577,0.00254179,0.00019015,0.0011929,6.97e-06,0.00020183,4.58e-06,2.922e-05,'D'
7498,-0.0039476,0.00372298,-1.259e-05,0.00104496,0.00167669,-1.637e-05,-0.00039612,0.00115098,-4.806e-05,0.00181422,0.00368105,1.676e-05,-0.00064682,0.00053992,-4.514e-05,0.00023204,-1.291e-05,0.00011922,0.00028654,-8.259e-05,-3.259e-05,-0.00046689999999999996,-0.00084708,3.8799999999999994e-05,0.00542626,0.00197573,0.00121819,0.00410387,0.00084376,0.00026119,0.00029998,0.00096801,'H'
7738,0.00024856,-0.00056721,7.28e-06,-0.00023731,-0.00065812,5.236e-05,0.00028638,-0.00052534,1.21e-06,-0.00028946,-0.00060927,4.252e-05,9.104e-05,-4.522e-05,-3.37e-06,-0.00016186,-0.0001207,-1.043e-05,9.495e-05,-4.09e-05,-3.98e-06,-0.00016722,-0.00011568,-1.144e-05,0.00061933,0.00070156,0.00059833,0.00067588,0.00010171,0.00020218,0.00010346,0.00020366,'D'
383,0.0009291000000000001,3.227e-05,-0.00011204,0.00018535,0.0001437,0.00019351,0.00018136,0.00031974,-0.00011996,-0.00060719,-0.00062431,-0.00011691,-0.0003032,9.057e-05,-1.978e-05,3.975e-05,-0.00011815,3.104e-05,-0.00025169,-3.168e-05,-6.94e-06,-0.00011205,-2.547e-05,3.768e-05,0.00093639,0.00030406,0.00038667,0.0008787,0.00031706,0.00012846,0.00025377,0.00012093,'H'
118,-0.00042567,-0.00021909999999999999,0.00016102,-0.00104155,-0.00017398,-1.623e-05,-0.00026524,-0.00018838,0.00020005,0.00038282,4.914e-05,-4.479e-05,-5.7999999999999995e-06,-2.951e-05,-1.574e-05,4.502e-05,7.963e-05,-3.33e-06,1.055e-05,8.52e-06,-1.119e-05,-0.00036889999999999997,-5.736e-05,9.95e-06,0.0005051,0.0010561,0.00038191,0.00038855,3.394e-05,9.154e-05,1.758e-05,0.00037346,'D'
9714,0.0002806,-0.00131923,-4.102e-05,-0.00156875,-0.00053116,-0.00045670000000000004,-0.00022169,-0.00079026,-6.786e-05,-0.00112576,0.00073895,-0.00028992,-3.371e-05,0.00011779,-1.391e-05,0.00103829,-0.00075816,0.00020641,-2.291e-05,4.785e-05,-2.733e-05,0.00109994,-0.00064383,0.00018838,0.00134936,0.00171805,0.00082357,0.00137747,0.00012331,0.0013020999999999998,5.968e-05,0.00128836,'D'
1478,0.00317546,-0.00258945,0.00013155,0.00128719,-0.00198392,-0.00018615,0.0002253,-0.00174142,0.00035464,0.00097365,-0.00162356,-9.401e-05,9.961e-05,5.018e-05,4e-07,0.00226132,-1.794e-05,0.00021733,2.557e-05,4.195e-05,1.37e-06,4.585e-05,0.00019663,-3.95e-06,0.00409952,0.00237223,0.00179139,0.00189546,0.00011154,0.00227181,4.915e-05,0.00020195,'D'
7550,-0.00192767,0.00146154,2.445e-05,-0.00142321,-0.00115613,0.00033843,0.00037683,0.00026824,-1.218e-05,0.00187705,0.00125185,5.176e-05,-0.00088322,0.00012686,6.914e-05,-0.00041498,-0.00040875,0.00013129,-0.00015151,-0.00024101,6.159999999999999e-05,0.00065228,0.00036592,3.906e-05,0.00241921,0.00186459,0.00046272,0.0022568,0.00089496,0.0005971,0.00029127,0.00074892,'D'
4309,-0.00317767,0.00081419,3.519e-05,-0.00535099,-0.01239125,-0.00106651,-0.00257555,0.00075756,3.811e-05,-0.00343256,-0.00453156,-0.00062243,-0.00020783,7.879999999999999e-05,-8.05e-06,-9.235e-05,0.00045432,2.451e-05,-0.00012492,4.759e-05,-8.74e-06,-0.00011503,-0.00023888,-8.75e-06,0.00328051,0.01353934,0.00268492,0.00571883,0.00022241,0.00046426,0.00013397,0.00026528,'D'
9732,0.00053282,-0.00120548,3.637e-05,-1.56e-06,-0.00093833,0.00010120000000000001,0.00048222,-0.0010367,2.41e-06,-3.541e-05,-0.00086147,8.704e-05,-5.87e-06,-9.66e-06,9.19e-06,3.183e-05,-7.612e-05,9.58e-06,2.585e-05,-4.832e-05,5.57e-06,3.119e-05,-7.464e-05,9.31e-06,0.00131849,0.00094377,0.00114336,0.00086658,1.456e-05,8.306e-05,5.508e-05,8.143e-05,'D'
7508,0.00465123,-0.00041274,-3.756e-05,-0.00292918,-0.00505442,-0.00148741,-0.00219441,-0.00041192,-0.00070387,0.00054407,-0.00286156,-0.00081413,0.0071596,0.00061283,-0.00023165,-0.0008008,-0.00039838,-0.00036209,-0.00063847,-0.00015247,-8.719e-05,2.081e-05,-0.00010854,-0.00012467,0.00466966,0.00602824,0.00234106,0.00302446,0.00718951,0.00096494,0.00066218,0.00016659999999999998,'H'
448,0.00159511,0.00039767,0.00021029,0.00318025,-0.00028206,5.525e-05,-0.00548566,-0.00036352,0.00159878,0.002799,0.00018243,2.599e-05,-3.636e-05,-8.695e-05,-1.511e-05,-0.00031619,0.00013909,7.78e-06,0.00107854,-0.00237564,0.00012416,0.00010911,6.98e-06,3.6e-07,0.00165733,0.00319322,0.00572545,0.00280506,9.545e-05,0.00034551,0.00261196,0.00010933,'D'
2565,0.00089158,0.00039441,0.0001421,-0.00163828,0.00727946,-0.00037209,0.00096268,0.00037931,0.00014163,-0.00135872,0.00743346,-0.00037712,0.00196293,0.00102934,-0.00061374,-0.00104413,0.00214291,-0.00021644,0.00168898,0.00051072,-0.00051894,-0.00100056,0.0020419,-0.00020865,0.00098523,0.0074708,0.00104436,0.00756602,0.00229985,0.00239356,0.00183923,0.00228342,'H'
1813,0.00045973,7.546e-05,3.5e-05,0.00056816,0.00011004,-1.187e-05,0.00289949,-0.00089052,-6.134e-05,0.00455067,0.00321373,0.00033187,-2.656e-05,-0.00012713,-1.104e-05,-0.00035817,-0.00025887,-4.331e-05,0.00046377,-0.00032419,1.82e-06,-0.00013358,-0.0003331,-2.303e-05,0.00046719,0.00057884,0.00303378,0.00558093,0.00013034,0.00044405,0.00056585,0.00035963,'D'
4857,0.00020313,-0.00015176,-8.666e-05,0.00023050000000000002,5.379999999999999e-05,8.526e-05,0.00011744,-8.004e-05,-6.32e-05,0.00018133,5.243e-05,7.286e-05,-5.49e-06,5.82e-06,2.53e-06,-8.07e-06,-1.87e-06,-3.16e-06,-3.78e-06,3.47e-06,2.21e-06,-7.61e-06,-1.95e-06,-2.93e-06,0.00026796,0.00025158,0.00015554,0.00020233,8.39e-06,8.87e-06,5.59e-06,8.39e-06,'D'
3957,-0.00012951,-0.0010696,-5.278e-05,-0.00139829,-0.00242046,-0.00066124,-0.00020182,-0.00089414,-5.951e-05,-0.00089333,-0.00159239,-0.00054785,1.402e-05,8.883e-05,1.011e-05,0.00020169,0.00031185,0.00015774,-1.8e-07,6.43e-05,9.4e-07,0.00013183,0.00020111,0.00013319999999999999,0.00107871,0.00287247,0.00091856,0.00190628,9.05e-05,0.0004035,6.431e-05,0.00027489,'D'
3187,7.863e-05,0.00075601,4.177e-05,-0.00017399,0.00072835,7.879999999999999e-05,0.00014948,0.00070672,-5.23e-06,-7.389e-05,0.00043717,7.397e-05,-4.29e-06,-1.645e-05,-2.5e-06,1.428e-05,-2.664e-05,-3.22e-06,-8.48e-06,-1.847e-05,-4.1e-07,3.37e-06,-3.9e-07,-1.887e-05,0.00076123,0.00075298,0.00072237,0.00044950000000000003,1.718e-05,3.04e-05,2.033e-05,1.918e-05,'H'
